year,location,predEggOrder,length,breadth,volume,shapeIndex,geomMeanDiam,sphericity,surfArea
2014,Nightingale,B,69.7,53.5,101.1,76.76,58.43,83.83,10726.14
2014,Tristan,B,69.5,53.8,102.0,77.41,58.59,84.31,10785.73
2014,Gough,B,69.1,54.4,103.7,78.73,58.91,85.26,10904.37
2014,Alex,B,68.7,55.0,105.4,80.06,59.23,86.22,11022.28
2014,Alex,B,69.7,53.6,101.5,76.90,58.50,83.94,10752.88
2014,Tristan,B,69.3,54.2,103.2,78.21,58.83,84.89,10871.87
2014,Gough,B,69.6,53.8,102.1,77.30,58.62,84.23,10796.07
2014,Gough,B,69.0,54.7,104.7,79.28,59.10,85.66,10974.02
2014,Gough,B,68.9,54.9,105.3,79.68,59.22,85.95,11016.89
2014,Gough,B,68.9,54.9,105.3,79.68,59.22,85.95,11016.89
2014,Gough,B,68.9,54.9,105.3,79.68,59.22,85.95,11016.89
2014,Nightingale,B,69.1,54.7,104.7,79.22,59.12,85.61,10979.32
2014,Gough,B,71.9,50.5,93.0,70.24,56.81,79.01,10139.68
2014,Gough,B,70.3,53.0,100.1,75.39,58.23,82.83,10653.39
2014,Tristan,B,71.4,51.4,95.6,71.99,57.35,80.32,10333.15
2014,Tristan,B,70.7,52.5,98.8,74.26,57.98,82.00,10559.46
2014,Alex,B,70.3,53.1,100.5,75.53,58.31,82.94,10680.20
2014,Nightingale,B,70.3,53.2,100.7,75.60,58.34,82.99,10693.61
2014,Tristan,B,71.4,51.6,96.4,72.27,57.50,80.53,10386.80
2014,Gough,B,70.0,53.7,102.3,76.71,58.66,83.80,10810.55
2014,Nightingale,B,70.0,53.7,102.3,76.71,58.66,83.80,10810.55
2014,Nightingale,B,69.9,53.9,102.8,77.04,58.74,84.04,10840.49
2014,Nightingale,B,70.4,53.3,101.2,75.64,58.44,83.02,10730.61
2014,Tristan,B,72.6,50.0,92.0,68.87,56.62,77.99,10070.88
2014,Gough,B,70.0,53.9,103.1,77.00,58.81,84.01,10864.26
2014,Nightingale,B,70.0,53.9,103.1,77.00,58.81,84.01,10864.26
2014,Tristan,B,69.2,55.1,106.5,79.62,59.45,85.91,11102.55
2014,Nightingale,B,70.6,53.1,100.9,75.21,58.39,82.70,10710.56
2014,Nightingale,B,70.0,54.0,103.5,77.14,58.88,84.11,10891.15
2014,Alex,B,69.8,54.4,104.5,77.87,59.08,84.64,10964.43
2014,Tristan,B,68.9,55.7,108.4,80.84,59.79,86.78,11231.46
2014,Tristan,B,71.1,52.5,99.4,73.84,58.08,81.69,10599.26
2014,Nightingale,B,68.9,55.9,109.2,81.13,59.94,86.99,11285.27
2014,Nightingale,B,69.5,55.1,106.9,79.34,59.52,85.70,11129.27
2014,Alex,B,68.7,56.3,110.4,81.95,60.16,87.57,11371.01
2014,Tristan,B,71.0,52.9,100.7,74.51,58.35,82.19,10697.02
2014,Tristan,B,69.6,55.0,106.7,79.02,59.49,85.47,11118.33
2014,Alex,B,70.3,54.0,103.9,76.81,58.96,83.87,10922.24
2014,Nightingale,B,70.8,53.4,102.2,75.35,58.63,82.81,10798.20
2014,Tristan,B,71.5,52.4,99.5,73.29,58.12,81.29,10611.96
2014,Tristan,B,71.4,52.7,100.5,73.81,58.31,81.67,10683.07
2014,Tristan,B,70.5,54.1,104.6,76.74,59.09,83.82,10969.97
2014,Tristan,B,69.4,55.8,109.6,80.40,60.01,86.47,11312.76
2014,Nightingale,B,70.9,53.7,103.5,75.67,58.87,83.04,10889.48
2014,Alex,B,71.7,52.5,100.2,73.22,58.25,81.24,10658.80
2014,Nightingale,B,70.0,55.1,107.6,78.64,59.64,85.20,11174.42
2014,Gough,B,70.8,53.9,104.3,76.13,59.03,83.38,10946.88
2014,Gough,B,70.2,54.8,106.9,78.06,59.52,84.78,11127.95
2014,Nightingale,B,69.8,55.5,108.8,79.44,59.87,85.78,11261.31
2014,Gough,B,69.3,56.2,111.0,81.10,60.27,86.96,11410.04
2014,Gough,B,72.0,52.3,99.8,72.64,58.18,80.81,10634.26
2014,Nightingale,B,71.3,53.4,103.1,74.89,58.80,82.47,10862.54
2014,Tristan,B,70.7,54.3,105.7,76.80,59.29,83.87,11044.92
2014,Gough,B,69.9,55.5,109.2,79.40,59.94,85.75,11285.62
2014,Tristan,B,71.1,53.8,104.3,75.67,59.04,83.04,10950.64
2014,Alex,B,68.8,57.6,115.6,83.78,61.10,88.87,11728.12
2014,Nightingale,B,70.0,55.9,110.8,79.91,60.24,86.12,11399.63
2014,Gough,B,71.9,53.0,102.4,73.71,58.67,81.60,10814.43
2014,Alex,B,71.6,53.5,103.9,74.72,58.96,82.34,10920.19
2014,Tristan,B,71.3,54.0,105.4,75.74,59.24,83.09,11025.57
2014,Nightingale,B,70.9,54.7,107.4,77.08,59.60,84.07,11160.94
2014,Gough,B,70.2,55.7,110.4,79.34,60.17,85.71,11372.30
2014,Gough,B,70.5,55.3,109.3,78.44,59.96,85.05,11295.60
2014,Nightingale,B,70.5,55.3,109.3,78.44,59.96,85.05,11295.60
2014,Gough,B,71.4,54.0,105.6,75.63,59.27,83.01,11035.88
2014,Nightingale,B,70.2,55.9,111.2,79.63,60.31,85.91,11426.78
2014,Tristan,B,71.7,53.7,104.8,74.90,59.13,82.47,10984.87
2014,Nightingale,B,70.9,55.0,108.7,77.57,59.86,84.43,11256.35
2014,Gough,B,71.6,54.0,105.9,75.42,59.32,82.86,11056.48
2014,Gough,B,70.6,55.5,110.3,78.61,60.14,85.18,11360.84
2014,Gough,B,71.5,54.2,106.5,75.80,59.44,83.14,11100.77
2014,Alex,B,70.7,55.6,110.7,78.70,60.22,85.24,11393.51
2014,Alex,B,72.0,53.6,104.9,74.44,59.14,82.14,10988.15
2014,Tristan,B,72.1,53.5,104.6,74.20,59.09,81.96,10970.97
2014,Tristan,B,70.1,56.5,113.5,80.60,60.71,86.61,11579.59
2014,Gough,B,72.0,53.7,105.3,74.58,59.21,82.24,11015.49
2014,Gough,B,71.1,55.1,109.4,77.50,59.99,84.37,11304.86
2014,Gough,B,69.7,57.2,115.6,82.07,61.10,87.65,11726.45
2014,Nightingale,B,72.2,53.6,105.0,74.17,59.16,81.94,10994.80
2014,Alex,B,71.9,54.0,106.3,75.10,59.41,82.62,11087.34
2014,Nightingale,B,73.0,52.6,102.4,72.05,58.67,80.37,10814.66
2014,Gough,B,71.5,54.9,109.3,76.78,59.95,83.85,11292.33
2014,Tristan,B,71.8,54.5,108.1,75.91,59.75,83.21,11214.02
2014,Tristan,B,71.1,55.6,111.4,78.20,60.35,84.88,11441.84
2014,Nightingale,B,72.9,53.0,103.8,72.75,58.93,80.89,10909.48
2014,Gough,B,71.4,55.3,110.7,77.45,60.22,84.34,11391.53
2014,Nightingale,B,70.4,56.8,115.2,80.68,61.01,86.67,11694.89
2014,Nightingale,B,71.6,55.1,110.1,77.01,60.11,84.02,11352.51
2014,Alex,B,72.1,54.4,108.0,75.38,59.72,82.83,11203.99
2014,Gough,B,72.0,54.5,108.4,75.69,59.80,83.06,11234.84
2014,Nightingale,B,74.4,51.2,98.8,68.86,57.98,77.98,10560.81
2014,Alex,B,72.6,54.0,107.3,74.38,59.60,82.09,11159.19
2014,Nightingale,B,72.4,54.4,108.6,75.19,59.82,82.69,11243.65
2014,Nightingale,B,71.5,55.8,112.7,77.97,60.57,84.71,11526.05
2014,Gough,B,72.4,54.5,109.0,75.28,59.91,82.75,11276.41
2014,Gough,B,70.5,57.5,118.2,81.56,61.54,87.29,11898.71
2014,Nightingale,B,71.9,55.6,112.6,77.38,60.56,84.29,11522.17
2014,Nightingale,B,74.2,52.2,102.3,70.28,58.65,79.05,10808.32
2014,Gough,B,72.2,55.2,111.5,76.45,60.37,83.61,11448.80
2014,Tristan,B,72.7,54.5,109.5,74.97,59.99,82.52,11307.54
2014,Nightingale,B,70.3,58.2,120.4,82.78,61.93,88.16,12049.82
2014,Tristan,B,71.9,55.7,113.1,77.47,60.65,84.35,11555.16
2014,Gough,B,71.7,56.0,114.0,78.10,60.81,84.81,11616.63
2014,Gough,B,71.0,57.2,117.8,80.56,61.47,86.58,11871.81
2014,Nightingale,B,71.2,57.0,117.1,79.99,61.35,86.17,11824.83
2014,Gough,B,70.5,58.1,120.7,82.41,61.97,87.90,12064.54
2014,Nightingale,B,73.8,53.3,106.1,72.15,59.37,80.45,11073.38
2014,Alex,B,73.2,54.3,109.4,74.18,59.98,81.95,11303.78
2014,Gough,B,72.0,56.2,115.3,78.06,61.04,84.78,11704.51
2014,Alex,B,72.5,55.6,113.4,76.62,60.71,83.73,11577.66
2014,Gough,B,72.9,55.0,111.8,75.45,60.42,82.87,11467.05
2014,Alex,B,73.2,54.6,110.6,74.59,60.20,82.25,11387.13
2014,Gough,B,71.4,57.4,119.3,80.39,61.73,86.46,11971.94
2014,Nightingale,B,72.7,55.5,113.5,76.34,60.73,83.53,11585.02
2014,Nightingale,B,72.6,55.7,114.0,76.65,60.81,83.76,11616.12
2014,Gough,B,72.4,56.1,115.5,77.49,61.08,84.36,11719.96
2014,Tristan,B,72.4,56.1,115.5,77.49,61.08,84.36,11719.96
2014,Gough,B,71.6,57.3,119.2,80.03,61.72,86.20,11966.43
2014,Gough,B,71.9,57.0,118.4,79.28,61.59,85.66,11916.14
2014,Nightingale,B,75.6,51.7,102.4,68.39,58.68,77.62,10818.12
2014,Nightingale,B,73.9,54.4,110.6,73.60,60.20,81.51,11384.56
2014,Gough,B,71.8,57.6,120.8,80.22,61.99,86.34,12072.47
2014,Gough,B,72.8,56.4,117.4,77.47,61.41,84.35,11847.03
2014,Gough,B,71.4,58.7,124.7,82.21,62.66,87.76,12334.82
2014,Gough,B,73.3,55.9,116.1,76.26,61.18,83.47,11760.75
2014,Gough,B,71.6,58.5,124.2,81.70,62.58,87.40,12301.74
2014,Gough,B,73.9,55.2,114.2,74.70,60.84,82.32,11627.82
2014,Tristan,B,73.2,56.3,117.6,76.91,61.45,83.95,11862.29
2014,Gough,B,72.3,57.8,122.5,79.94,62.28,86.14,12184.63
2014,Tristan,B,73.9,55.5,115.4,75.10,61.06,82.62,11712.15
2014,Nightingale,B,73.5,56.1,117.3,76.33,61.39,83.52,11838.37
2014,Gough,B,73.4,56.5,118.8,76.98,61.65,83.99,11940.21
2014,Gough,B,72.9,57.5,122.2,78.88,62.23,85.37,12167.24
2014,Gough,B,74.7,55.0,114.6,73.63,60.91,81.54,11655.04
2014,Gough,B,73.0,57.6,122.8,78.90,62.33,85.39,12206.61
2014,Gough,B,73.7,56.6,119.7,76.80,61.81,83.86,12000.98
2014,Tristan,B,74.4,55.7,117.0,74.87,61.34,82.45,11821.49
2014,Gough,B,73.6,56.9,120.8,77.31,62.00,84.23,12074.93
2014,Tristan,B,75.1,54.7,113.9,72.84,60.80,80.95,11611.62
2014,Gough,B,73.9,56.6,120.0,76.59,61.86,83.71,12022.68
2014,Gough,B,73.2,57.9,124.4,79.10,62.61,85.53,12313.89
2014,Gough,B,74.3,56.6,120.7,76.18,61.97,83.41,12066.03
2014,Gough,B,74.4,56.5,120.4,75.94,61.93,83.24,12048.41
2014,Gough,B,74.3,56.7,121.1,76.31,62.05,83.51,12094.46
2014,Gough,B,74.0,57.2,122.8,77.30,62.33,84.23,12203.91
2014,Gough,B,74.9,55.9,118.7,74.63,61.63,82.28,11931.27
2014,Tristan,B,75.7,54.9,115.7,72.52,61.11,80.72,11730.33
2014,Gough,B,75.4,55.4,117.3,73.47,61.39,81.43,11841.60
2014,Tristan,B,74.5,56.8,121.9,76.24,62.18,83.46,12144.65
2014,Gough,B,74.9,56.3,120.4,75.17,61.92,82.67,12045.24
2014,Gough,B,74.4,57.1,123.0,76.75,62.37,83.83,12219.31
2014,Gough,B,74.7,56.9,122.6,76.17,62.30,83.41,12194.95
2014,Gough,B,73.7,59.3,131.4,80.46,63.76,86.51,12770.30
2014,Alex,B,76.5,55.6,119.9,72.68,61.84,80.84,12014.08
2014,Tristan,B,76.0,56.4,122.6,74.21,62.30,81.97,12191.70
2014,Nightingale,B,76.5,55.8,120.8,72.94,61.99,81.03,12071.74
2014,Gough,B,75.5,57.4,126.1,76.03,62.89,83.30,12425.97
2014,Gough,B,76.3,57.8,129.2,75.75,63.41,83.10,12630.00
2014,Nightingale,B,77.9,56.3,125.1,72.32,62.72,80.57,12359.48
2014,Alex,B,86.5,58.3,148.8,67.34,66.46,76.83,13874.64
2014,Tristan,U,66.6,49.8,83.7,74.77,54.87,82.38,9457.40
2014,Tristan,B,69.6,52.2,96.2,75.00,57.45,82.55,10370.11
2014,Tristan,B,71.5,54.7,108.5,76.50,59.81,83.65,11237.52
2014,Tristan,B,72.3,55.7,113.7,77.04,60.76,84.04,11597.98
2014,Tristan,B,75.0,53.6,109.2,71.47,59.95,79.93,11291.30
2014,Tristan,B,73.6,57.1,121.7,77.58,62.14,84.43,12131.56
